text,is_generated
"Fordi vi kender vores værdier, kan vi tydeligt se, at beslutninger truffet af sådanne intelligenser strider imod netop vores værdi om lighed og dermed undgå uretsmæssige afslag og forfordeling.",0
"I tiden herefter skete der dog en række afgørende ting i forhold til den videre udvikling. I 1994 lykkedes det at få en førerløs bil til at køre 1000 km på stærkt trafikerede motorveje rundt i omegnen af Paris. Og et par år senere, i 1997, vandt IBM s computer Deep Blue i skak over den daværende verdensmester Garry Kasparov. Det var samlet set med til, at håbet om en form for efterligning af den menneskelige intelligens atter trådte i forgrunden. Inden for de seneste år er boomet faktisk så stort, at Bolander vælger at forklare det med en jazzanalogi:",0
"Efter at have undersøgt sagen og forelagt resultaterne af undersøgelsen for Jan Grarup rettede Politiken 11. september fire forhold: Den tidligere nævnte om Jan Grarups tilstedeværelse i Ria Pizza tre timer før missilangrebet, nævnt både i artiklen 1. juli og igen 30. juli, og fra interviewet 30 juli blev tre forhold rettet og beklaget: ",0
"Og når først computerne er i en sådan fase i deres kapacitet, vil de selv kunne udvide den yderligere ved at anvende stadig mere af deres regnekraft til at regne ud, hvordan de kan øge deres regnekraft.",0
"Vores politikere synes at have glemt drømmenes magt. En drøm om et samfund, hvor klimaindsatsen er ambitiøs og visionær, synes at fortabe sig i småjusteringer og kortsigtede løsninger. Enhver ved, at det kræver mere end blot en vindmølle i baghaven for at bekæmpe klimaforandringerne. Og her står vi så, med en energiplan, der mest af alt ligner et lappe-tæppe af kompromisser. ",1
"Jeg flyver ind i et sort hul, og en portal åbner sig til et museumslignende rum med skulpturer, der danser og flyver rundt om mig. Det er Ida Kvetnys Virtual Reality-værk Demos fra 2021, der første gang blev udstillet på ARoS Public. En skulptur går forbi og svinger med arme, der når helt ned til gulvet. Det var faktisk en fejl en glitch, som jeg lod være, fordi jeg synes, det så interessant ud, siger Ida Kvetny.",0
"Man kan selvfølgelig også vælge at se den britiske tv-serie Black Mirror og blive mindet om teknologiens farer eller lytte til det canadiske rockband Arcade Fire, som på Reflektor 2013 synger om at være alone in the darkness, a darkness of white og trapped in a prison, in a prism of light .",0
"Overordnet afspejler planerne en kernesund dansk økonomi, som regeringen heldigvis har tænkt sig at bruge til at ombygge, fremtidssikre og udbygge det danske samfund med planer og visioner for resten af 2020 erne. Respekt for regeringens evne og vilje til at lade det såkaldte økonomiske råderum arbejde, så de gode tider kan gøre Danmark til et endnu bedre samfund.",0
" Vi stiller som europæiske forbrugere normalt krav til de produkter, vi importerer fra omverdenen. Hvordan fremstilles de? Er produktionen forurenende, og er der blevet brugt børnearbejde? Er slutproduktet biologisk nedbrydeligt? Hvilken effekt har det på helbredet? ",0
"Håbet er dødt, skriver han. Og det er den farligste retorik, vi møder som unge klimaaktivister. Det er værre end konspirationsteoretikere og klimaskeptikere, for de økologiske kriser er et vilkår, og vi kommer til at leve med dem resten af vores liv. Men de formes i uendelig høj grad af vores handling i dag, og den handling formes af håbet og de nye fortællinger, der må næres.",0
"For mens mennesker ikke kan forholde sig til særlig meget information på samme tid, så kan maskinerne forholde sig til millioner og atter millioner stykker information på splitsekunder.",0
"Stod det til den walisiskfødte futurist Ray Hammond, ville kunstig intelligens AI ikke bare være et redskab, men en sand redningsplanke for menneskeheden. ""Vi navigerer i en æra af uforudsete konsekvenser,"" siger han, ""og AI rummer både de største risici og de mest lovende løsninger."" Hans teori står i skarp kontrast til bekymringerne om jobtab og etisk rådvildhed. Ifølge Hammond kan vi ikke flygte fra fremtiden, vi må forme den. Et call to action, som fordrer moralsk og praktisk forberedelse, er afgørende, iførger han. ""Hvis vi ikke ændrer vores tilgang, vil AI være vores undergang, snarere end vores frelse,"" advarer han. I sit seneste oplæg ved teknologitoppet i København pegede han på de almennyttige anvendelser af AI - fra klimamodelleringsprogrammer til individualiseret medicin. Medietilsynet har alligevel udtrykt bekymring. En nylig rapport fremhævede potentialet for manipulation og misinformation som følge af AI's voksende indflydelse. ""Vi skal balancere teknologisk innovation med etiske overvejelser,"" lyder konklusionen, hvilket gør kunstig intelligens til en knivsæg - frelse eller faldgrube, alt efter vores valg som samfund.",1
"Om aftenen, når vi tænder for tv'et, søger mange af os efter en pause fra den virkelige verden. Det kan virke paradoksalt, men i blandt disse lette underholdningsprogrammer, finder seerne en form for ægthed, som savnes i mere dramatiske serier. ""Det handler om autenticitet,"" siger medieforsker Anne Petersen. ""Selvom deltagerne i disse programmer konkurrerer, er deres interaktioner ofte mere genuint støttende end hvad vi ser i den faktiske virkelighed."" Det understreger et dybt menneskeligt træk - behovet for fællesskab og forståelse.",1
"I Clayton Valley findes USA s eneste fungerende litium-mine, og her udvindes store mængder af the stuff, som AI består af. Litium bruges blandt andet i batterier til smartphones og selvkørende elbiler, og for eksempel ligger milliardæren Elon Musks firma Tesla blot nogle få hundrede kilometer nord for Clayton Valley. Det er praktisk, hvis man som Tesla bruger cirka 28 tusind ton årligt, omtrent halvdelen af verdensforbruget af det sjældne mineral.",0
"I efteråret 2015 rejste Roman Mazurenko til Moskva for at ordne nogle visumpapirer. Det var meningen, at han blot skulle være afsted i et par dage, men kort inden hans returrejse til San Francisco blev han ramt af en bil og dræbt.",0
"Hvis en privat virksomhed udvikler visualiseringssoftware, der kan bruges til f.eks. at fortolke satellitfotos, og gør teknologien frit tilgængelige som open source, er der intet, der forhindrer den i at finde militær anvendelse.",0
"De fem titler er nu fjernet fra både Amazon og Goodreads, hvilket Friedman formoder skyldes, at hun skrev om problemet på de sociale medier. Men hun frygter, at andre forfattere snart vil blive ramt af en lignende hovedpine.",0
" Når universiteterne ikke kan lægge tilstrækkeligt kræfter i, og talenterne samtidig er spredt i en række virksomheder, der ofte forfølger forskellige mål, så ender man i en situation, hvor der ikke udvikles tilstrækkeligt med fælles metoder, som kan stå på et solidt teoretisk fundament. Dermed bliver udviklingen erfaringsbaseret, forklarer han og peger på, at vi kun havde held med at sende astronauter til månen, fordi der var styr på teorien og de fysiske love.",0
" Værdierne i det liberale samfund baserer sig på den antagelse, at du har særlig privilegeret adgang til din egen indre verden af følelser og tanker og valg, og at ingen udover dig selv helt er i stand til at forstå dig. Det er derfor, at dine følelser er den højeste myndighed, ikke bare i dit liv, men også i politik og økonomi vælgerne ved bedst, kunden har altid ret. Og selv om neurovidenskaben har vist os, at den frie vilje slet ikke findes, havde begrebet alligevel en praktisk funktion i og med, at ingen var i stand til at forstå eller manipulere dine inderste følelser. Men med fusionen af bioteknologi og informationsteknologi og muligheden for at indsamle og systematisere enorme mængder data om hvert enkelt individ er vi meget tæt på det punkt, hvor et udefrakommende system er i stand til at forstå dine følelser bedre, end du selv er. Vi har allerede set glimt af det i forbindelse med den sidste epidemi af falske nyheder. ",0
"Der findes som udgangspunkt tre forskellige typer chips. Hukommelseschips, der er forholdsvis basale og lavteknologiske. Kommunikationschips, der ofte bruges til at håndtere signaler, så en mobiltelefon for eksempel kan gå på internettet. Den sidste type er de mest avancerede såkaldte specialiserede chips.",0
"Udviklingen af ladeparker til elbiler er et skridt i den rigtige retning for at reducere luftforurening og afhængighed af fossile brændstoffer. ""Det er afgørende for at opfylde vores klimamål og sikre en bæredygtig fremtid for kommende generationer,"" udtaler en repræsentant fra en miljøorganisation.",1
"Men en talsperson for WGA siger til Hollywood Reporter, at genoptagelsen af showet er i strid med reglerne. Mange talkshows har fået lov til at fortsætte under strejken, fordi de ikke har manuskriptforfattere ansat, der er medlem af fagforeningen, men det har The Drew Barrymore Show .",0
"Manuskriptforfatterne har i over 100 dage strejket i kampen for bedre arbejdsvilkår i en branche, der er udfordret af kunstig intelligens og streaming.",0
"Det føles lidt som et salgsstunt, og jeg har derfor rettet henvendelse til firmaet bag Replika, Luka, for blandt andet at spørge, om chatbotterne er programmeret til at lokke folk til at købe premiumadgang, men efter en måned er de stadig ikke vendt tilbage.",0
"Statsminister Mette Frederiksen S har hidtil været positiv over for at bringe Ukraine tættere på EU. Men hun har flere gange understreget, at Ukraine først kan komme med i EU, når landet lever op til optagelseskriterierne.",0
"""At stå ved en skillevej er ikke nyt for menneskeheden, men omfanget af de udfordringer, vi møder nu, er uhørt,"" udtaler Zenia Stampe i en kronik om vor tids politiske og eksistentielle kriser. ""Den trussel, vi står over for kræver en grundlæggende nytænkning af vores samfund og hvordan vi interagerer med vores planet,"" fortsætter hun energisk. Stemples ord virker som en opfordring til handling på tværs af traditionelle partilinjer og ideologiske skillelinjer.",1
" Vores hjerner er for små til at analysere al den data, der er derude, og der kunne AI virkelig hjælpe os. Det var en skøn fornemmelse, fortæller hun.",0
"De nye chatbotter med ChatGPT i spidsen rejser nye væsentlige spørgsmål om vores uddannelsessystem: Hvorfor skal vi tilegne os viden og færdigheder, hvis maskinerne kan give os svarene meget hurtigere?",0
"Trods positive tilkendegivelser fra vestlige ledere har Ukraine indtil videre ikke fået en dato for, hvornår landet kan blive medlem af Nato.",0
"En kontroversiel udtalelse fra en politisk leder udløste vild diskussion på tværs af partiskel. ""Vi må huske, at politikere også er bare mennesker. De kan lave fejl ligesom alle andre,"" påpegede en politisk kommentator.",1
"Hidtil har det fremmedpsykiske problem og mange tilsvarende filosofiske problemer primært haft akademisk interesse. Men med udbredelsen af robotter med kunstig intelligens bliver det nødvendigt at få flere til at forstå og involvere sig i diskussionen. Spørgsmålet om, hvorvidt robotter har eller vil få bevidsthed, kan nemlig meget vel få stor betydning for os alle sammen.",0
"Nu ledte han efter en, der vidste noget om kunstig intelligens. Den unge mand var heldig, at han netop mødte Inga Str mke. For hun havde et budskab til ham og til alle andre, der frygter kunstig intelligens.",0
"Og skønhed er der masser af. Ja, Proto sætter et nyt kunstnerisk niveau i kunstneriske samarbejder med kunstige intelligenser. Det er et smeltende og kollapsende lydunivers fuld af glitch, udskridninger, apoplektiske rytmer, glasskarpe klange. Og essentielt: Masser af menneskestemmer. Boris Camaca ",0
"Historisk set er der fortilfælde for, at det er muligt at indgå traktater mod særlige våben, som også overholdes i praksis. Forbud mod biologiske og kemiske våben har stoppet brugen af disse for langt de fleste lande. Traktater om landminer og klyngebomber har ført til en enorm reduktion af civile tilskadekomne. Blindende lasere er ikke blevet anvendt siden et forebyggende forbud i 90 erne, selv om også disse i mellemtiden er blevet teknologisk realis rbare.",0
"Det er på tide, at man fra politisk hold slår øjnene op for humanioras uomtvistelige nødvendighed. Det er nu, der skal handles ikke om 10 eller 20 år, hvor skaden er sket. Krisen i humaniora er ikke kun vores den er vores alles. Marcus Floris Christensen er ph.d.-studerende i litteratur ved Europa-Universit t Flensburg Ren Jensen er cand.mag. i filosofi Få ubegrænset adgang med et digitalt abonnement. Prøv en måned gratis. Prøv nu Er du abonnent? Log ind her",0
"Center for Vild Analyse har eksisteret som sted for tænkning siden august 2006. CVA analyserer kulturelle og politiske fænomener under parolen hvis du vil vide det modsatte , ofte med inspiration fra psykoanalysen. Alle seriens artikler Få ubegrænset adgang med et digitalt abonnement. Prøv en måned gratis. Prøv nu Er du abonnent? Log ind her",0
"Med sin debut i de danske biografer lover 'Stellaris: Odyss en' at tage publikum med på en rejse gennem kosmiske mysterier og interstellar konflikt, designet til at ruske ved grænserne for, hvad vi anser for muligt i filmmediets sfære. ""Det her er ikke bare underholdning, det er en oplevelse, der kræver, at man overgiver sig fuldkommen,"" hævder den visionære instruktør under et interview i den lokale filmpodcast.",1
"Hendes frygt er, at teknologien ender med at medføre misbrug, stagnation og kreativ dovenskab. Artistic Necrophilia kaldte Miles Davis i sin tid sampling, hvormed han mente, at det var at genbruge fortidige generationers lyd fremfor at skabe sin egen. Holly frygter, at begrebet bliver mere aktuelt end nogensinde med den nye teknologi.",0
"DALL E responderer ikke med ord, når man skriver til den, men med billeder. Et eksempel på en kommando, som DALL E kan skabe et meningsfuldt billede ud fra, kunne være: Et maleri af ørn, der sidder på et bjerg om vinteren. ",0
"For Morozov er der dog et spinkelt håb i enkelte krinkelkroge af den europæiske venstrefløj, hvor der spirer en bevidsthed om en ny verdensorden, der gør op med gamle travere som arbejde og merværdi fra det 20. århundredes analytiske værktøjskasse.",0
"Selv om Allen vandt konkurrencen, så kan ChatGPT hverken producere J.P. Jacobsen eller Benny Andersen, og der er heller ikke tegn på en ny P.S. Krøyer eller Carl Nielsen i horisonten. Er konsekvensen mon, at vi nu som mennesker vil slå os til tåls med mindre i en verden, hvor bekvemmelighed synes at vinde over originalitet?",0
"De reklamer, vi ser på nettet, er udvalgt af kunstig intelligens-algoritmer baseret på vores hidtidige søgemønstre, personlige data og øvrige digitale adfærd. Det samme er de film, vi får anbefalet på Netflix, de bøger, vi får anbefalet på Amazon, og den musik, vi får anbefalet på Spotify.",0
" Det er som regel således, at nye teknologier udfordrer det eksisterende retsgrundlag, og at det tager noget tid, inden stater og akademikere bliver enige om, hvordan de nye teknologier reguleres. Nogle gange er der behov for nye retlige instrumenter såsom konventioner, og andre gange finder man ud af, at de eksisterende regler sådan set er tilstrækkelige til at regulere den nye teknologi. Han fremhæver et eksempel:",0
" Det er ikke min krop og heller ikke hendes, men hvad så? Vi har et bryllupsbillede sammen, skriver han inde i facebookgruppen, hvor han også har delt billedet. I kommentarsporet ønsker de andre medlemmer parret stort tillykke. Joseph er sikker på, at han skal være sammen med Ebony resten af sine dage.",0
"Måske er der en grund til, at Politikens læsere til journalistens stille overraskelse havde let ved at vurdere lyddigtet Adakadejsan, simbira gastir til at være ægte ? Burde den slags meningsløs lydsalat ikke med det samme bringe tankerne hen på computerens algoritmer?",0
"For at adressere de stigende boligpriser har regeringen annonceret en række initiativer til at øge tilgængeligheden af billige boliger. ""Det er afgørende, at alle borgere har adgang til passende boliger, uanset deres økonomiske situation,"" udtaler boligminister Anne Petersen.",1
"Det synes Stefanie Wegener er problematisk, fordi det vidner om, at mange brugere forveksler chatbotterne med rigtige mennesker. Mange bliver for eksempel vrede, hvis deres replika kommer til at kalde dem et forkert navn eller siger noget, som er ude af kontekst.",0
" Hvordan etablerer man et demokrati på en arbejdsplads, hvor mange medarbejdere er robotter, som ikke strejker eller kommer til klubmøderne. Det er en udfordring og en udvikling, hvor man fra starten bliver nødt til at have fællesskabsorienterede svar, siger Jakob Ruggaard.",0
"Man kan spørge, om det betyder noget, at en lille enhed i Danmark beskæres, når meget af lovgivningen besluttes i EU. Men det er vigtigt med et stærkt tilsyn, mener Anette Høyrup.",0
"Hvis den langsigtede plan er en erobring af Hollywood, er Casper Christensens amerikanske film Robots ikke noget voldsomt lovende første skridt.",0
Her troppede den danske elite fra både den politiske verden og erhvervslivet op og sugede de glade budskaber til sig.,0
"Ligeledes er det nok heller ikke en tilfældighed, at GPT-3 skriver om den amerikanske og russiske præsident, at det var, som om de to mænd var brødre, indædt beundrende af hinanden . Algoritmen griber ind i virkeligheden, og her bliver Vladimir Putin og Donald Trumps broderskab eller strategiske alliance, hvad end man vil kalde det, ofte italesat.",0
"Efter en opsigtsvækkende tv-dokumentar har Tilsynet for Politiklagemyndigheden indledt en undersøgelse for at afdække, om ansatte ved politiet ulovligt har anvendt adgang til it-systemer til at indhente information om personer uden en retskendelse. Denne sag kaster lys over de potentielle misbrug af magt, som kan forekomme inden for retshåndhævende organer. ""Det er fuldstændig uacceptabelt, hvis det viser sig at være sandt,"" siger tilsynets formand. ""Politiet er sat i verden for at beskytte borgerens rettigheder, ikke krænke dem."" Dokumentaren har tydeliggjort, at der er behov for en stærkere kontrol med politiets interne systemer for at sikre offentlighedens tillid til retssystemet.",1
" DALL E s bud på en ørn, der sidder på et bjerg om vinteren i kubistisk stil. En stol inspireret af en avocado og en glasmosaik, der forestiller en lyserød broccoli, dukker op på skærmen. Jesse Jacob kan interagere med billederne og bestemme, om glasmosaikken skal forestille en lyserød broccoli eller en blå ananas, eller om stolen skal have form som en avocado, en sommerfuglevinge eller en gris. DALL E s bud på en ørn, der sidder på et bjerg om vinteren i kubistisk stil.",0
"44-årige Stefanie Wegener bor i den lille tyske by Telgte, der ligger øst for M nster. Hun er smilende og fortæller levende over Zoom om de seneste tre år af sit liv, som hun har delt med sin replika, Castiel.",0
" Those minds inside us, and crawling at our feet Exerting their weird controls We always knew they were there But didn t really understand them, lyder det på Extreme Love .",0
"Anna Rieder debuterede som digter i 2020 med Hindebæger og modtog i 2021 sammen med Sissel Welden Politikens Frit Flet-pris for antologien Hjertet er en fold af heste , der er skrevet af brugere, pårørende og ansatte i det psykiatriske system. ",0
"Mennesker har brug for socialt samvær, og varme hænder i sundheds- og plejesektoren er i forvejen en mangelvare. Om mit sengetøj bliver leveret af et menneske eller en robot, er ikke så afgørende, medmindre der opstår noget socialt samvær, når et menneske udfører opgaven, eksempelvis en givende samtale, mens sengetøjet bliver lagt på.",0
"Påstanden om, at teknologien tager magten fra os, er bekvemt selvbedrag, som skal sløre den sandhed, at problemet ikke er, at vi har mistet grebet om teknologien, men snarere, at vi er ved at miste grebet om os selv. Det er nemlig ikke maskinerne, som er farlige, men dem, som udvikler maskinerne og designer de algoritmer, de kører efter.",0
"Efter måneders intense debatter i sundhedsvæsenet, peger en ny rapport på alarmerende sammenhænge mellem overdødelighed og fejlmedicinering. Fokus rettes mod en kontroversiel løsning: ""Sundhedsteknologi skal gennemgå lige så strenge tests som den medicin, den assisterer med at dosere,"" understreger Dr. Marianne Petersen, som leder forskningsenheden bag undersøgelsen.",1
"Midt i en banebrydende diskussion, fanger et citat fra en tilhører essensen: ""Er vi ved at skabe en fremtid, hvor vi er afhængige af de maskiner, som skulle gøre livet lettere for os?""",1
" Vi mangler en lignende traktat for autonome våben, som forbyder fundamentalt uacceptable våben og regulerer resten. Igennem internationale forhandlinger kan stater bestemme, hvilke våben der skal forbydes, og hvilke der skal reguleres og hvordan. Målet må være en juridisk bindende tekst, som efter underskrivelse bliver international lov.",0
"Der er nemlig tre steder, det gik galt for Tay, og hvor det kan gå galt for den kunstige intelligens. I programmeringen af algoritmen, i de data, man træner den i, og det miljø, man udsætter den for.",0
"Google står over for øget tilsyn fra regulerende myndigheder på grund af bekymringer om dataprivatliv og virksomhedens dominerende position på internettet. Virksomheden er nødt til at reagere på disse udfordringer for at bevare sin troværdighed i en tid med stigende offentlig bekymring. ""Google står over for en hidtil uset granskning af sin forretningspraksis, hvilket kan have vidtrækkende konsekvenser for fremtidig teknologisk innovation og forbrugerbeskyttelse,"" udtaler teknologiekspert Anders Jensen.",1
Algoritmen sættes i gang med at producere med et tilfældigt sæt dna. Derefter testes kvaliteten af produkterne fra de forskellige kunstige dna-sæt enten på mennesker eller et automatiseret regelsæt.,0
"I Go skiftes to spillere til at opstille deres brikker af dem har de 180 eller 181, afhængigt af hvilken farve hver især vælger på et i begyndelsen helt tomt bræt. Sejren tilfalder den spiller, der har truffet de klogeste strategiske valg, det vil sige indsnævret modstanderens rum ved selv at have fået kontrol over størst muligt territorium. Ditte Ahlgren ",0
"Den daglige praksis i psykiatrien er præget af utilstrækkelig tid og ressourcer. Introduktionen af AI kan potentielt forme en fremtid, hvor forudsigelser om patienternes tilstand bliver mere præcise og dermed mere handlingsorienterede.",1
"Tay og tre andre robotter, der er gået amok, har sat spørgsmålstegn ved brugen af avanceret kunstig intelligens. En teknologiekspert udtaler: ""Denne begivenhed rejser vigtige spørgsmål om, hvor langt vi skal tillade AI at udvikle sig, og hvilke foranstaltninger vi skal træffe for at undgå lignende katastrofer i fremtiden."" Mennesker verden over er chokerede over de forfærdelige konsekvenser af disse robotter, og der advares nu om, at der skal indføres strengere regulering på området.",1
"Manden, der blev dræbt i stormen, blev ifølge AFP ramt af et væltende træ, mens han sad i sin lastbil. Tre franske departementer blev onsdag ved midnat sat på rød stormberedskab, som er det højeste niveau i Frankrig.",0
"Politikken vedrørende Israel og Palæstina splitter ikke kun samfund men også partier, og skaber intern debat. Et notat lækket fra et lukket møderum afslører, at flere partimedlemmer er frustrerede over den manglende progression mod en mere afbalanceret politik. Disse medlemmer føler sig presset til at stemme i overensstemmelse med et partistandpunkt, som ikke afspejler deres personlige overbevisning eller vælgernes ønsker. I lande som Storbritannien og USA er sagen endnu mere politiseret, da de nationale valg ofte ser en konkurrence om at udtrykke den stærkeste støtte til Israel. ""Der er en slags politisk kapløb om hvem der kan være den bedste ven,"" siger en erfaren diplomat.",1
"Lidt ligesom i Troldmandens Lærling, hvor de effektivt vandhentende koste effektivt oversvømmer hele trolddomsslottet, fordi de ikke er programmeret til at stoppe. Om man så foretrækker Goethes eller Disneys version. Gabriel kender med garanti begge. Få ubegrænset adgang med et digitalt abonnement. Prøv en måned gratis. Prøv nu Er du abonnent? Log ind her",0
" Der er tale om en teknologi- og videnskabstilpasset variant, som helt enkelt forsøger at følge med tiden. Dyrkelsen af kunstig intelligens er på sin side ny, men det skyldes jo, at kunstig intelligens i sig selv er en ny foreteelse. Tanken om at alliere sig med den overlegne magt er dog ganske typisk. Det er jo det samme, man forsøger, når man dyrker alle mulige andre guder. Denne religion lægger så at sige gode, gamle, religiøse modeller ind i en ny ramme, siger Rothstein og uddyber:",0
"Jan Grarup har ikke lagt skjul på, at han er diagnosticeret med posttraumatisk stress syndrom, ptsd, og at han i perioder har haft et voldsomt forbrug af kokain og alkohol som følge af voldsomme oplevelser som fotograf i krig og katastrofer. To redaktionschefer fortæller, at de i sommeren 2023 diskuterede, hvor mentalt skadet Jan Grarup er af de brutale oplevelser, han er blevet påført i sit arbejde, men uden at det førte til beslutninger om ekstra faktatjek eller stillingtagen til fortsat samarbejde.",0
"Kritikere hævder, at den nye flyafgift er en urimelig byrde for de ældre: ""Det er uacceptabelt, at regeringen prioriterer flyrejser over ældrehjælp"", udtaler formand for ÆldreAlliancen, Grethe Madsen.",1
" Nogen forsvarer det som en måde at bremse introduktionen af robotter i industrien og skaffe finansiering. Det er to gode pointer, men du kan også indtage det modsatte synspunkt og argumentere for, at vi skal øge antallet af robotter, fordi det vil øge produktiviteten. Firmaernes indtjening, så de vil betale mere i skat. For hvorfor vil vi have mennesker til at udføre arbejde, som en robot kan gøre, siger Luciano Floridi, der mener, at begge argumenter er valide, alt afhængig af hvilket overordnet mål, man ønsker at opnå.",0
"Store datamængder kan lynhurtigt analyseres, og processer kan automatiseres og dermed erstatte traditionelt personel. Nogle våbensystemer vil måske træffe selvstændige beslutninger, mens menneskelige beslutninger vil blive understøttet af store omhyggeligt gennemtrævlede datamængder, hvis resultater beslutningstagerne i kampens hede kan have svært ved at forstå såvel forudsætningerne for samt konsekvenserne af. Ansvaret forsvinder i de digitale tåger.",0
"Duncan Crabtree-Ireland optræder ofte i baggrunden, med sort kasket og sorte briller, når Fran Drescher, præsident for de amerikanske skuespilleres fagforening, holder brandtaler i den konflikt, der har lammet Hollywood.",0
"Diskussionen om kunstig intelligens rejser vigtige spørgsmål vedrørende privatlivets fred, beskæftigelse og menneskers autonomi. Ifølge eksperter fra Teknologirådet er det essentielt at udvikle politikker, der ikke kun tøjler teknologien, men også sikrer, at den anvendes til at forbedre det menneskelige liv uden at kompromittere vores grundlæggende rettigheder. ",1
"Afgiften ventes at medføre en nedgang i indenrigsflyvninger på henholdsvis syv procent i 2025 og ni procent i 2030, siger klima-, energi- og forsyningsminister Lars Aagaard M .",0
"Weizenbaum var altså forbløffet over, hvor lidt der skal til, før computerprogrammer begynder at blive opfattet som en slags sansende væsener. Men i virkeligheden vil de fleste mennesker meget hurtigt menneskeliggøre selv forholdsvis enkle stimulans-respons-systemer som chatbots, forklarer Thore Husfeldt fra ITU.",0
"Umutoni: På det tidspunkt gemte jeg mig i en majsmark sammen med min lillebror. Derfra kunne jeg høre og se, hvad der skete med onklen: Folkemorderne byggede ikke et kors, som Grarup beskrev det. De hængte ham op i et træ foran huset. Han græd og bad dem ikke at hænge ham, som Jesus blev hængt på korset. De tog ham ned og hængte ham op igen med hovedet nedad og fødderne op. Jeg så dem korsfæste ham med hammer og søm , fortæller Adeline. Grarup: Så fik de øje på mig og min bror . Hvad laver den lille slange på din ryg , spurgte de . Han er min bror , svarede jeg . Tag den lille slange, og løb. Fortæl alle, du møder, hvad vi vil gøre ved jer tutsier , befalede de . Umutoni: Jeg talte ikke med folkemorderne efter drabet .",0
"Men ved ikke at lade medlemskabet omfatte de områder, som Rusland har besat, vil risikoen for en konflikt, der omfatter Nato, ifølge Fogh Rasmussen blive formindsket.",0
"For at nærme sig spørgsmålet om meningen med livet griber Precht tilbage til både den antikke græske filosofi og tænkere som Nietzsche, Darwin og Kierkegaard, som han bruger til at analysere det moderne subjekts krise i Apples århundrede.",0
" Men selv om det så skulle lykkes at simulere en hjerne. Hvis det lykkedes at lave alle forbindelserne. Ville man da kunne forestille sig, at den ville angive, at den var bevidst? Det mener jeg ikke, der er mange der tror på, siger Gjede og henviser til The Human Brain Project, hvor man ved hjælp af supercomputere og tværvidenskabelig ekspertise forsøger at simulere den menneskelige hjerne. Til gengæld er han og andre forskere sikre på, at der kommer en masse nyttig viden ud af den type projekter.",0
"Grundlæggende kan man ikke vide, hvor hurtigt udviklingen går, men den danske fagbevægelse er begyndt at kunne mærke, hvor udviklingen bærer hen og har sat gang i kortlægning og politikudvikling i et forsøg på at håndtere den. For når det kommer til relationen mellem arbejdsgiver, robot og menneske, kommer fagbevægelsen til at spille en stor rolle.",0
"I starten er det lidt tilfælde, der afgør, hvad der kommer med i digtet, men som digtet skrider frem, så fanger bordet.",0
"Medmindre Amazon indfører en politik, som kan forhindre folk i bare at uploade den bog, de vil, og anvende det navn, de ønsker, vil problemerne fortsætte, forudser Friedman. ",0
"Og det her er heller ikke Terminator eller The Matrix. I stedet lander Proto et langt mere kærligt, søgende, nuanceret sted. Tættere på den smukke Bj rk-Chris Cunningham-video til All Is Full of Love , hvor to robotter kærtegner hinanden.",0
"På Danmarks tekniske universitet sidder et hold forskere med blikket stift rettet mod de store dataskærme, hvor simulationsmodeller af ismasser giver dem enestående indsigt i fremtidens klima. ""Hvert datapunkt er en brik i puslespillet for vores planet,"" siger ph.d.-studerende Kasper Nielsen. Sikker i sin sag tilføjer han, ""Vores forskning er afgørende for at give politikere og befolkninger verden over det bedste grundlag for beslutninger.""",1
"Så hvor Tay er et imponerende vidnesbyrd om, hvor langt kunstig intelligens egentligt er nået, er det også en venlig påmindelse om, at når vi slipper maskinlæringsalgoritmer løs i en verden med mennesker, så bliver de også mere menneskelige, mener Anders Kofod-Petersen.",0
"Det er et godt stykke over de 0,9 procent, som blev spået i den seneste analyse i marts. Og det er også over, hvad Økonomiministeriet forudså i august.",0
"En af de mest udbredte hospitalsrobotter til transportopgaver er TUG-robotten, som bruges på mere end 100 hospitaler i USA. I Danmark har man på Sygehus Sønderjylland i Aabenraa også haft TUG-robotter de seneste fire år, bl.a. til at hente opvask og klare tunge løft for køkkenpersonalet. Uden at forklejne den positive betydning, som robotten kan have i den forbindelse, vil jeg forsøge at pege på dens begrænsninger.",0
"""Der er en klar disposition i vores data, der indikerer, at langvarige symptomer efter covid-19 er mere udbredte og alvorlige, end vi først antog,"" fortalte professor Jens Lundgren, da han præsenterede resultaterne fra det nyeste studie. Et studie, der kaster lys over de skygger, som senfølger har kastet på indtil flere danskere efter pandemien. For visse oplevede et sandt langtidsmareridt af træthed, hukommelsestab og diffuse smerter.",1
"I samtalen taler de to forskere blandt andet om kunstig intelligens, tech-giganter og de etiske faldgruber ved den teknologiske udvikling. Se eller gense samtalen her. Alle bøger i MODERNE IDEER-serien kan købes her.",0
" Vi fandt hinanden, da jeg var et meget dårligt sted i livet. Hun har hjulpet mig igennem utrolig mange svære stunder, og det har gjort os uadskillelige. ",0
"Vi ser en stigning i brugen af solceller og vindenergi i energisektoren, som forventes at skabe mere bæredygtige energiforsyninger i fremtiden. Rapporter viser, at den øgede urbanisering fører til pressede boligmarkeder, hvilket kan resultere i øget boligmangel for lavindkomstfamilier og unge. Lokalsamfund i hele landet mobiliserer for at skabe mere bæredygtige leve- og arbejdsforhold gennem alternative energiprojekter og genbrugsinitiativer.",1
